CODES,DESCRIPTION,YEAR,UNIT_1_CODES,UNIT_1_DESCRIPTION,UNIT_2_CODES,UNIT_2_DESCRIPTION
540220,"High tenacity yarn of polyesters, whether or not textured",2023,9,Kilogram,?,?
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of °‹ 50 tex per single yarn (excluding sewing thread and yarn put up for retail sale)",2023,9,Kilogram,?,?
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of £æ 50 tex per single yarn (excluding sewing thread and yarn put up for retail sale)",2023,9,Kilogram,?,?
540233,Textured filament yarn of polyester (excluding that put up for retail sale),2023,9,Kilogram,?,?
540234,Textured synthetic filament yarn of polypropylene (excluding sewing thread and yarn put up for retail sale),2023,9,Kilogram,?,?
540239,"Textured synthetic filament yarn (excluding sewing thread, yarn put up for retail sale and textured filament yarn of polypropylene, polyester, nylon or other polyamides)",2023,9,Kilogram,?,?
540244,"Synthetic filament elastomeric yarn, single, untwisted or with a twist of °‹ 50 turns per metre",2023,9,Kilogram,?,?
540245,"Filament yarn of nylon or other polyamides, incl. monofilament of £º 67 decitex, single, untwisted or with a twist of °‹ 50 turns per metre (excluding sewing thread, yarn put up for retail sale, elastomeric yarn, high-tenacity yarn and textured yarn)",2023,9,Kilogram,?,?
540246,"Other, of polyesters, partially oriented",2023,9,Kilogram,?,?
540247,"Other, Filament yarn of polyester, incl. monofilament of £º 67 decitex, single, untwisted or with a twist of °‹ 50 turns per metre",2023,9,Kilogram,?,?
540248,"Other, of polypropylene",2023,9,Kilogram,?,?
540249,"Other,Filament yarn of polypropylene, incl. monofilament of £º 67 decitex, single, untwisted or with a twist of °‹ 50 turns per metre",2023,9,Kilogram,?,?
540251,"Filament yarn of nylon or other polyamides, incl. monofilament of £º 67 decitex, single, with a twist of £æ 50 turns per metre",2023,9,Kilogram,?,?
540252,"Filament yarn of polyester, incl. monofilament of £º 67 decitex, single, with a twist of £æ 50 turns per metre",2023,9,Kilogram,?,?
540253,"Filament yarn of polypropylene, incl. monofilament of £º 67 decitex, single, with a twist of £æ 50 turns per metre",2023,9,Kilogram,?,?
540259,"Synthetic filament yarn, incl. synthetic monofilament of £º 67 decitex, single, with a twist of £æ 50 turns per metre",2023,9,Kilogram,?,?
540261,"Multiple folded"" or cabled filament yarn of nylon or other polyamides",2023,9,Kilogram,?,?
540262,"Multiple folded"" or cabled filament yarn of polyester",2023,9,Kilogram,?,?
540263,"Multiple folded"" or cabled filament yarn of polypropylene",2023,9,Kilogram,?,?
540269,"Multiple folded"" or cabled synthetic filament yarn",2023,9,Kilogram,?,?
540310,High tenacity yarn of viscose rayon,9,Kilogram,?,?,
540331,"Yarn of viscose rayon filament, incl. monofilament of £º 67 decitex, single, untwisted or with a twist of °‹ 120 turns per metre",9,Kilogram,?,?,
540332,"Yarn of viscose rayon filament, incl. monofilament of £º 67 decitex, single, with a twist of £æ 120 turns per metre",9,Kilogram,?,?,
540333,"Filament yarn of cellulose acetate, incl. monofilament of £º 67 decitex, single",9,Kilogram,?,?,
540339,"Artificial filament yarn, incl. artificial monofilament of £º 67 decitex, single",9,Kilogram,?,?,
540341,"Multiple folded"" or cabled filament yarn of viscose rayon",2023,9,Kilogram,?,?
540342,"Multiple folded"" or cabled filament yarn of cellulose acetate",2023,9,Kilogram,?,?
540349,"Multiple folded"" or cabled artificial filament yarn",2023,9,Kilogram,?,?
540411,Elastomeric monofilament of °› 67 decitex and with a cross sectional dimension of °‹ 1 mm,2023,9,Kilogram,?,?
540412,Polypropylene monofilament of °› 67 decitex and with a cross sectional dimension of °‹ 1 mm (excluding elastomers),2023,9,Kilogram,?,?
540419,Synthetic monofilament of °› 67 decitex and with a cross sectional dimension of °‹ 1 mm (excluding of elastomers and polypropylene),2023,9,Kilogram,?,?
540490,"Strip and the like, e.g. artificial straw, of synthetic textile material, with an apparent width of °‹ 5 mm",2023,9,Kilogram,?,?
540500,"Artificial monofilament of 67 decitex or more and of which no 
crosssectional dimension exceeds 1 mm; strip and the like (for 
example, artificial straw) of artificial textile materials of an 
apparent width not exceeding 5 mm.",2023,9,Kilogram,?,?
540600,"Manmade filament yarn (other than sewing thread), put up for retail sale.",2023,9,Kilogram,?,?
540710,Woven fabrics obtained from high tenacity yarn of nylon or other polyamides or of polyesters,2023,4,Metre,9,Kilogram
540720,Woven fabrics obtained from strip or the like,2023,4,Metre,9,Kilogram
540730,Fabrics specified in Note 9 to Section XI,2023,4,Metre,9,Kilogram
540741,"Woven fabrics of yarn containing °› 85% by weight of filaments of nylon or other polyamides, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, unbleached or bleached",2023,4,Metre,9,Kilogram
540742,"Woven fabrics of filament yarn containing °› 85% nylon or other polyamides by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, dyed",2023,4,Metre,9,Kilogram
540743,"Woven fabrics of yarn containing °› 85% by weight of filaments of nylon or other polyamides by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, made of yarn of different colours",2023,4,Metre,9,Kilogram
540744,"Woven fabrics of yarn containing °› 85% by weight of filaments of nylon or other polyamides by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, printed",2023,4,Metre,9,Kilogram
540751,"Woven fabrics of yarn containing °› 85% by weight of textured polyester filaments, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, unbleached or bleached",2023,4,Metre,9,Kilogram
540752,"Woven fabrics of yarn containing °› 85% by weight of textured polyester filaments, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, dyed",2023,4,Metre,9,Kilogram
540753,"Woven fabrics of yarn containing °› 85% by weight of textured polyester filaments, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, made of yarn of different colours",2023,4,Metre,9,Kilogram
540754,"Woven fabrics of yarn containing °› 85% by weight of textured polyester filaments, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, printed",2023,4,Metre,9,Kilogram
540761,"Woven fabrics, containing 85% or more by weight of nontextured polyester filaments",2023,4,Metre,9,Kilogram
540769,"Woven fabrics of yarn containing °› 85% by weight of mixtures of textured and non-textured polyester filaments, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm",2023,4,Metre,9,Kilogram
540771,"Woven fabrics of yarn containing °› 85% synthetic filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, untreated or not further treated than bleached",2023,4,Metre,9,Kilogram
540772,"Woven fabrics of yarn containing °› 85% synthetic filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, dyed",2023,4,Metre,9,Kilogram
540773,"Woven fabrics of yarn containing °› 85% synthetic filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, made of yarn of different colours",2023,4,Metre,9,Kilogram
540774,"Woven fabrics of yarn containing °› 85% synthetic filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, printed",2023,4,Metre,9,Kilogram
540781,"Woven fabrics of yarn containing predominantly, but £º 85% synthetic filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, mixed principally or solely with cotton, unbleached or bleached",2023,4,Metre,9,Kilogram
540782,"Woven fabrics of yarn containing predominantly, but £º 85% synthetic filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, mixed principally or solely with cotton, dyed",2023,4,Metre,9,Kilogram
540783,"Woven fabrics of yarn containing predominantly, but £º 85% synthetic filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, mixed principally or solely with cotton, made of yarn of different colours",2023,4,Metre,9,Kilogram
540784,"Woven fabrics of yarn containing predominantly, but £º 85% synthetic filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, mixed principally or solely with cotton, printed",2023,4,Metre,9,Kilogram
540791,"Woven fabrics of yarn containing predominantly, but £º 85% synthetic filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, unbleached or bleached, other than those mixed principally or solely with cotton",2023,4,Metre,9,Kilogram
540792,"Woven fabrics of yarn containing predominantly, but £º 85% synthetic filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, dyed, other than those mixed principally or solely with cotton",2023,4,Metre,9,Kilogram
540793,"Woven fabrics of yarn containing predominantly, but £º 85% synthetic filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, made of yarn of different colours, other than those mixed principally or solely with cotton",2023,4,Metre,9,Kilogram
540794,"Woven fabrics of yarn containing predominantly, but £º 85% synthetic filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, printed, other than those mixed principally or solely with cotton",2023,4,Metre,9,Kilogram
540810,"Woven fabrics of high-tenacity viscose yarn, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm",2023,4,Metre,9,Kilogram
540821,"Woven fabrics of yarn containing °› 85% artificial filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, unbleached or bleached",2023,4,Metre,9,Kilogram
540822,"Woven fabrics of yarn containing °› 85% artificial filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, dyed",2023,4,Metre,9,Kilogram
540823,"Woven fabrics of yarn containing °› 85% artificial filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, made of yarn of different colours",2023,4,Metre,9,Kilogram
540824,"Woven fabrics of yarn containing °› 85% artificial filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, printed",2023,4,Metre,9,Kilogram
540831,"Woven fabrics of yarn containing predominantly, but £º 85% artificial filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, unbleached or bleached",2023,4,Metre,9,Kilogram
540832,"Woven fabrics of yarn containing predominantly, but £º 85% artificial filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, dyed",2023,4,Metre,9,Kilogram
540833,"Woven fabrics of yarn containing predominantly, but £º 85% artificial filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, made of yarn of different colours",2023,4,Metre,9,Kilogram
540834,"Woven fabrics of yarn containing predominantly, but £º 85% artificial filament by weight, incl. monofilament of °› 67 decitex and a maximum diameter of °‹ 1 mm, printed",2023,4,Metre,9,Kilogram
550111,"Synthetic filament tow of aramids",2023,9,Kilogram,?,?
550119,Synthetic filament tow of nylon or other polyamides,2023,9,Kilogram,?,?
550120,Synthetic filament tow of polyesters,2023,9,Kilogram,?,?
550130,Acrylic or modacrylic,2023,9,Kilogram,?,?
550140,Synthetic filament tow of polypropylene,2023,9,Kilogram,?,?
550190,"Synthetic filament tow, other",2023,9,Kilogram,?,?
550210,Artificial filament tow of cellulose acetate,2023,9,Kilogram,?,?
550290,"Artificial filament tow,other",2023,9,Kilogram,?,?
550311,"Staple fibres of aramids, not carded, combed or otherwise processed for spinning",2023,9,Kilogram,?,?
550319,"Staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning (excluding those of aramids)",2023,9,Kilogram,?,?
550320,"Staple fibres of polyesters, not carded, combed or otherwise processed for spinning",2023,9,Kilogram,?,?
550330,"Acrylic or modacrylic staple fibres, not carded, combed or otherwise processed for spinning",2023,9,Kilogram,?,?
550340,"Staple fibres of polypropylene, not carded, combed or otherwise processed for spinning",2023,9,Kilogram,?,?
550390,"Synthetic staple fibres, not carded, combed or otherwise processed for spinning (excluding those of polypropylene, acrylic, modacrylic, polyesters, nylon or other polyamides)",2023,9,Kilogram,?,?
550410,"Staple fibres of viscose rayon, not carded, combed or otherwise processed for spinning",2023,9,Kilogram,?,?
550490,"Artificial staple fibres, not carded, combed or otherwise processed for spinning (excluding those of viscose rayon)",2023,9,Kilogram,?,?
550510,"Waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock",2023,9,Kilogram,?,?
550520,"Waste of artificial staple fibres, incl. noils, yarn waste and garnetted stock",2023,9,Kilogram,?,?
550610,"Staple fibres of nylon or other polyamides, carded, combed or otherwise processed for spinning",2023,9,Kilogram,?,?
550620,"Staple fibres of polyesters, carded, combed or otherwise processed for spinning",2023,9,Kilogram,?,?
550630,"Acrylic or modacrylic staple fibres, carded, combed or otherwise processed for spinning",2023,9,Kilogram,?,?
550640,"Staple fibres of polypropylene, carded, combed or otherwise processed for spinning",2023,9,Kilogram,?,?
550690,"Synthetic staple fibres carded, combed or otherwise processed for spinning (excluding acrylic, modacrylic, polyester, nylon or other polyamides)",2023,9,Kilogram,?,?
550700,"Artificial staple fibres, carded, combed or otherwise processed for spinning.",2023,9,Kilogram,?,?
550810,"Sewing thread of synthetic staple fibres, whether or not put up for retail sale",2023,9,Kilogram,?,?
550820,"Sewing thread of artificial staple fibres, whether or not put up for retail sale",2023,9,Kilogram,?,?
550911,Single yarn containing °› 85% nylon or other polyamide staple fibres by weight (excluding sewing thread and yarn put up for retail sale),2023,9,Kilogram,?,?
550912,"Multiple folded"" or cabled yarn containing °› 85% nylon or other polyamide staple fibres by weight (excluding sewing thread and yarn put up for retail sale)""",2023,9,Kilogram,?,?
550921,Single yarn containing °› 85% polyester staple fibres by weight (excluding sewing thread and yarn put up for retail sale),2023,9,Kilogram,?,?
550922,"Multiple folded"" or cabled yarn containing °› 85% polyester staple fibres by weight (excluding sewing thread and yarn put up for retail sale)""",2023,9,Kilogram,?,?
550931,Single yarn containing °› 85% acrylic or modacrylic staple fibres by weight (excluding sewing thread and yarn put up for retail sale),2023,9,Kilogram,?,?
550932,"Multiple folded"" or cabled yarn containing °› 85% acrylic or modacrylic staple fibres by weight (excluding sewing thread and yarn put up for retail sale)""",2023,9,Kilogram,?,?
550941,"Single yarn containing °› 85% synthetic staple fibres by weight (excluding sewing thread, yarn put up for retail sale and yarn of acrylic, modacrylic, polyester, nylon or other polyamide staple fibres)",2023,9,Kilogram,?,?
550942,"Multiple folded"" or cabled yarn containing °› 85% synthetic staple fibres by weight (excluding sewing thread",2023,9,Kilogram,?,?
550951,"Yarn containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with artificial staple fibres (excluding sewing thread and yarn put up for retail sale)",2023,9,Kilogram,?,?
550952,"Yarn containing £æ 50% to £º 85% polyester staple fibres by weight, mixed principally or solely with wool or fine animal hair (excluding sewing thread and yarn put up for retail sale)",2023,9,Kilogram,?,?
550953,"Yarn containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with cotton (excluding sewing thread and yarn put up for retail sale)",2023,9,Kilogram,?,?
550959,"Yarn containing predominantly, but £º 85% polyester staple fibres by weight, other than that mixed principally or solely with cotton, wool, fine animal hair or artificial staple fibres (excluding sewing thread and yarn put up for retail sale)",2023,9,Kilogram,?,?
550961,"Yarn containing predominantly, but £º 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with wool or fine animal hair (excluding sewing thread and yarn put up for retail sale)",2023,9,Kilogram,?,?
550962,"Yarn containing predominantly, but £º 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with cotton (excluding sewing thread and yarn put up for retail sale)",2023,9,Kilogram,?,?
550969,"Yarn containing predominantly, but £º 85% acrylic or modacrylic staple fibres by weight, other than that mixed principally or solely with cotton, wool or fine animal hair (excluding sewing thread and yarn put up for retail sale)",2023,9,Kilogram,?,?
550991,"Yarn containing predominantly, but £º 85% synthetic staple fibres by weight, mixed principally or solely with wool or fine animal hair (excluding sewing thread, yarn put up for retail sale and yarn of polyester, acrylic or modacrylic staple fibres)",2023,9,Kilogram,?,?
550992,"Yarn containing predominantly, but £º 85% synthetic staple fibres by weight, mixed principally or solely with cotton (excluding sewing thread, yarn put up for retail sale and yarn of polyester, acrylic or modacrylic staple fibres)",2023,9,Kilogram,?,?
550999,"Yarn containing predominantly, but £º 85% synthetic staple fibres by weight, other than that mixed principally or solely with cotton, wool or fine animal hair (excluding sewing thread, yarn put up for retail sale and yarn of polyester, acrylic or modacrylic staple fibres)",2023,9,Kilogram,?,?
551011,"Single yarn, containing °› 85% artificial staple fibres by weight (excluding sewing thread and yarn put up for retail sale)",2023,9,Kilogram,?,?
551012,"Multiple folded"" or cabled yarn containing °› 85% artificial staple fibres by weight (excluding sewing thread and yarn put up for retail sale)""",2023,9,Kilogram,?,?
551020,"Yarn containing predominantly, but £º 85% artificial staple fibres by weight, mixed principally or solely with wool or fine animal hair (excluding sewing thread and yarn put up for retail sale)",2023,9,Kilogram,?,?
551030,"Yarn containing predominantly, but £º 85% artificial staple fibres by weight, mixed principally or solely with cotton (excluding sewing thread and yarn put up for retail sale)",2023,9,Kilogram,?,?
551090,"Yarn containing predominantly, but £º 85% artificial staple fibres by weight, other than that mixed principally or solely with cotton, wool or fine animal hair (excluding sewing thread and yarn put up for retail sale)",2023,9,Kilogram,?,?
551110,"Yarn containing °› 85% synthetic staple fibres by weight, put up for retail sale (excluding sewing thread)",2023,9,Kilogram,?,?
551120,"Yarn containing predominantly, but £º 85% synthetic staple fibres by weight, put up for retail sale (excluding sewing thread)",2023,9,Kilogram,?,?
551130,"Yarn of artificial staple fibres, put up for retail sale (excluding sewing thread)",2023,9,Kilogram,?,?
551211,"Woven fabrics containing °› 85% polyester staple fibres by weight, unbleached or bleached",2023,4,Metre,9,Kilogram
551219,"Woven fabrics containing °› 85% polyester staple fibres by weight, dyed, made of yarn of different colours, or printed",2023,4,Metre,9,Kilogram
551221,"Woven fabrics containing °› 85% acrylic or modacrylic staple fibres by weight, unbleached or bleached",2023,4,Metre,9,Kilogram
551229,"Woven fabrics containing °› 85% acrylic or modacrylic staple fibres by weight, dyed, made of yarn of different colours or printed",2023,4,Metre,9,Kilogram
551291,"Woven fabrics containing °› 85% synthetic staple fibres by weight, unbleached or bleached (excluding those of acrylic, modacrylic or polyester staple fibres)",2023,4,Metre,9,Kilogram
551299,"Woven fabrics containing °› 85% synthetic staple fibres by weight, dyed, made of yarn of different colours or printed (excluding those of acrylic, modacrylic or polyester staple fibres)",2023,4,Metre,9,Kilogram
551311,"Plain woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing °‹ 170 g/m2, unbleached or bleached",2023,4,Metre,9,Kilogram
551312,"Woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing °‹ 170 g/m2, in 3thread or 4thread twill, incl. cross twill, unbleached or bleached",2023,4,Metre,9,Kilogram
551313,"Woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing °‹ 170 g/m2, unbleached or bleached (excluding those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)",2023,4,Metre,9,Kilogram
551319,"Woven fabrics containing predominantly, but £º 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing °‹ 170 g/m2, unbleached or bleached (excluding those of polyester staple fibres)",2023,4,Metre,9,Kilogram
551321,"Plain woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing °‹ 170 g/m2, dyed",2023,4,Metre,9,Kilogram
551323,"Woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing °‹ 170 g/m2, dyed (excluding plain woven fabrics)",2023,4,Metre,9,Kilogram
551329,"Woven fabrics containing predominantly, but £º 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing °‹ 170 g/m2, dyed (excluding those of polyester staple fibres)",2023,4,Metre,9,Kilogram
551331,"Plain woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing °‹ 170 g/m2, made of yarn of different colours",2023,4,Metre,9,Kilogram
551339,"Woven fabrics containing predominantly, but £º 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing °‹ 170 g/m2, made of yarn of different colours (excluding plain woven fabrics of polyester staple fibres)",2023,4,Metre,9,Kilogram
551341,"Plain woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing °‹ 170 g/m2, printed",2023,4,Metre,9,Kilogram
551349,"Woven fabrics containing predominantly, but £º 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing °‹ 170 g/m2, printed (excluding plain woven fabrics of polyester staple fibres)",2023,4,Metre,9,Kilogram
551411,"Plain woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing £æ 170 g/m2, unbleached or bleached",2023,4,Metre,9,Kilogram
551412,"Woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing £æ 170g/m2, in 3thread or 4thread twill, including cross twill, of polyester staple fibres",2023,4,Metre,9,Kilogram
551419,"Woven fabrics containing predominantly, but £º 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing £æ 170 g/m2, unbleached or bleached (excluding those of plain woven polyester staple fibres and polyester staple fibres in three-thread or four-thread twill, incl. cross twill)",2023,4,Metre,9,Kilogram
551421,"Plain woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing £æ 170 g/m2, dyed",2023,4,Metre,9,Kilogram
551422,"Woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing £æ 170 g/m2, in 3thread or 4thread twill, incl. cross twill, dyed",2023,4,Metre,9,Kilogram
551423,"Woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing £æ 170 g/m2, dyed (excluding those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)",2023,4,Metre,9,Kilogram
551429,"Woven fabrics containing predominantly, but £º 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing £æ 170 g/m2, dyed (excluding those of polyester staple fibres)",2023,4,Metre,9,Kilogram
551430,"Woven fabrics containing predominantly, but £º 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing £æ 170 g/m2, made of yarn of different colours",2023,4,Metre,9,Kilogram
551441,"Plain woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing £æ 170g/m2, printed",2023,4,Metre,9,Kilogram
551442,"Woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing £æ 170 g/m2, in 3thread or 4thread twill, incl. cross twill, printed",2023,4,Metre,9,Kilogram
551443,"Woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing £æ 170 g/m2, printed (excluding those in 3thread or 4thread twill, incl. cross twill, and plain woven fabrics)",2023,4,Metre,9,Kilogram
551449,"Woven fabrics containing predominantly, but £º 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing £æ 170 g/m2, printed (excluding those of polyester staple fibres)",2023,4,Metre,9,Kilogram
551511,"Woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with viscose staple fibres",2023,4,Metre,9,Kilogram
551512,"Woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with man-made filament",2023,4,Metre,9,Kilogram
551513,"Woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, mixed principally or solely with cotton or fine animal hair",2023,4,Metre,9,Kilogram
551519,"Woven fabrics containing predominantly, but £º 85% polyester staple fibres by weight, other than those mixed principally or solely with wool or fine animal hair, man-made filament, viscose staple fibres or cotton",2023,4,Metre,9,Kilogram
551521,"Woven fabrics containing predominantly, but £º 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with man-made filament",2023,4,Metre,9,Kilogram
551522,"Woven fabrics containing predominantly, but £º 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with carded wool or carded fine animal hair",2023,4,Metre,9,Kilogram
551529,"Woven fabrics containing predominantly, but £º 85% acrylic or modacrylic staple fibres by weight, other than those mixed principally or solely with wool, fine animal hair, man-made filaments or cotton",2023,4,Metre,9,Kilogram
551591,"Woven fabrics containing predominantly, but £º 85% synthetic staple fibres, mixed principally or solely with man-made filament (excluding those of acrylic, modacrylic or polyester staple fibres)",2023,4,Metre,9,Kilogram
551599,"Woven fabrics containing predominantly, but £º 85% synthetic staple fibres, other than those mixed principally or solely with man-made filament or cotton (excluding those of acrylic, modacrylic or polyester staple fibres)",2023,4,Metre,9,Kilogram
551611,"Woven fabrics containing °› 85% artificial staple fibres by weight, unbleached or bleached",2023,4,Metre,9,Kilogram
551612,"Woven fabrics containing °› 85% artificial staple fibres by weight,Dyed",2023,4,Metre,9,Kilogram
551613,"Woven fabrics containing °› 85% artificial staple fibres by weight, made of yarn of different colours",2023,4,Metre,9,Kilogram
551614,"Woven fabrics containing °› 85% artificial staple fibres by weight, Printed",2023,4,Metre,9,Kilogram
551621,"Woven fabrics containing £º 85% artificial staple fibres by weight, unbleached or bleached",2023,4,Metre,9,Kilogram
551622,"Woven fabrics containing predominantly, but £º 85% artificial staple fibres, mixed principally or solely with man-made filament, dyed",2023,4,Metre,9,Kilogram
551623,"Woven fabrics containing predominantly, but £º 85% artificial staple fibres, mixed principally or solely with man-made filament, made of yarn of different colours",2023,4,Metre,9,Kilogram
551624,"Woven fabrics containing predominantly, but £º 85% artificial staple fibres by weight, mixed principally or solely with man-made filament, printed",2023,4,Metre,9,Kilogram
551631,"Woven fabrics containing predominantly, but £º 85% artificial staple fibres by weight, mixed principally or solely with wool or fine animal hair, unbleached or bleached",2023,4,Metre,9,Kilogram
551632,"Woven fabrics containing predominantly, but £º 85% artificial staple fibres by weight, mixed principally or solely with wool or fine animal hair, dyed",2023,4,Metre,9,Kilogram
551633,"Woven fabrics containing predominantly, but £º 85% artificial staple fibres by weight, mixed principally or solely with wool or fine animal hair, made of yarn of different colours",2023,4,Metre,9,Kilogram
551634,"Woven fabrics containing predominantly, but £º 85% artificial staple fibres by weight, mixed principally or solely with wool or fine animal hair, printed",2023,4,Metre,9,Kilogram
551641,"Woven fabrics containing predominantly, but £º 85% artificial staple fibres by weight, mixed principally or solely with cotton, unbleached or bleached",2023,4,Metre,9,Kilogram
551642,"Woven fabrics containing predominantly, but £º 85% artificial staple fibres by weight, mixed principally or solely with cotton, dyed",2023,4,Metre,9,Kilogram
551643,"Woven fabrics containing predominantly, but £º 85% artificial staple fibres by weight, mixed principally or solely with cotton, made of yarn of different colours",2023,4,Metre,9,Kilogram
551644,"Woven fabrics containing predominantly, but £º 85% artificial staple fibres by weight, mixed principally or solely with cotton, printed",2023,4,Metre,9,Kilogram
551691,"Woven fabrics containing predominantly, but £º 85% artificial staple fibres by weight, other than those mixed principally or solely with cotton, wool, fine animal hair or man-made filament, unbleached or bleached",2023,4,Metre,9,Kilogram
551692,"Woven fabrics containing predominantly, but £º 85% artificial staple fibres by weight, other than those mixed principally or solely with cotton, wool, fine animal hair or man-made filament, dyed",2023,4,Metre,9,Kilogram
551693,"Woven fabrics containing predominantly, but £º 85% artificial staple fibres by weight, other than those mixed principally or solely with cotton, wool, fine animal hair or man-made filament, made of yarn of different colours",2023,4,Metre,9,Kilogram
551694,"Woven fabrics containing predominantly, but £º 85% artificial staple fibres by weight, other than those mixed principally or solely with cotton, wool, fine animal hair or man-made filament, printed",2023,4,Metre,9,Kilogram
560121,Wadding of cotton and articles thereof,2023,9,Kilogram,?,?
560122,Wadding of man-made fibres and articles thereof,2023,9,Kilogram,?,?
560129,Wadding of textile materials and articles thereof,2023,9,Kilogram,?,?
560130,Textile flock and dust and mill neps,2023,9,Kilogram,?,?
560210,Needleloom felt and stitchbonded fibre fabrics,2023,9,Kilogram,?,?
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair",2023,9,Kilogram,?,?
560229,"Felt, not impregnated, coated, covered or laminated",2023,9,Kilogram,?,?
560290,"Felt, impregnated, coated, covered or laminated",2023,9,Kilogram,?,?
