CODES,DESCRIPTION,YEAR,UNIT_1_CODES,UNIT_1_DESCRIPTION,UNIT_2_CODES,UNIT_2_DESCRIPTION
30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)",2023,9,Kilogram,?,?
30496,"Frozen meat, whether or not minced, of dogfish and other sharks",2023,9,Kilogram,?,?
30497,"Frozen meat, whether or not minced, of rays and skates (Rajidae)",2023,9,Kilogram,?,?
30499,Frozen fish meat n.e.s. (excluding fillets),2023,9,Kilogram,?,?
30520,"Livers, roes and milt of fish, dried, smoked, salted or in brine",2023,9,Kilogram,?,?
30531,"Fillets, dried, salted or in brine, but not smoked, of tilapias (Oreochromis spp), catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), carp (Cyprinus spp, Carassius spp, Ctenopharyngodon idellus, Hypophthalmichthys spp, Cirrhinus spp, Mylopharyngodon piceus, Catla catla, 
Labeo spp, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp), eels (Anguilla spp), Nile perch (Lates niloticus) and snakeheads (Channa spp)",2023,9,Kilogram,?,?
30532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, 
Macrouridae, Melanonidae, Merlucciidae, Moridae and 
Muraenolepididae",2023,9,Kilogram,?,?
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, eels, Nile perch, snakeheads and fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae)",2023,9,Kilogram,?,?
30541,"Smoked Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, 
Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus 
kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), 
Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",2023,9,Kilogram,?,?
30542,"Smoked herrings (Clupea harengus, Clupea pallasii)",2023,9,Kilogram,?,?
30543,"Smoked trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus 
clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, 
Oncorhynchus apache and Oncorhynchus chrysogaster)",2023,9,Kilogram,?,?
30544,"Smoked tilapias (Oreochromis spp), catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), carp (Cyprinus spp, 
Carassius spp, Ctenopharyngodon idellus, Hypophthalmichthys spp, Cirrhinus spp, Mylopharyngodon piceus, Catla catla, 
Labeo spp, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp), eels (Anguilla spp), Nile perch (Lates niloticus) and snakeheads (Channa spp)",2023,9,Kilogram,?,?
30549,"Smoked fish, incl. fillets (excluding offal, Pacific salmon, Atlantic salmon, Danube salmon, herring, trout, tilapia, catfish, carp, eels, Nile perch and snakeheads)",2023,9,Kilogram,?,?
30551,"Dried cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",2023,9,Kilogram,?,?
30552,"Dried tilapias (Oreochromis spp), catfish (Pangasius spp, Silurus 
spp, Clarias spp, Ictalurus spp), carp (Cyprinus spp, 
Carassius spp, Ctenopharyngodon idellus, Hypophthalmichthys 
spp, Cirrhinus spp, Mylopharyngodon piceus, Catla catla, 
Labeo spp, Osteochilus hasselti, Leptobarbus hoeveni, 
Megalobrama spp), eels (Anguilla spp), Nile perch (Lates 
niloticus) and snakeheads (Channa spp)",2023,9,Kilogram,?,?
30553,"Dried fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, 
Macrouridae, Melanonidae, Merlucciidae, Moridae and 
Muraenolepididae, other than cod (Gadus morhua, Gadus ogac, 
Gadus macrocephalus)",2023,9,Kilogram,?,?
30554,"Dried herrings (Clupea harengus, Clupea pallasii), anchovies 
(Engraulis spp), sardines (Sardina pilchardus, Sardinops spp), 
sardinella (Sardinella spp), brisling or sprats (Sprattus 
sprattus), mackerel (Scomber scombrus, Scomber australasicus, 
Scomber japonicus), Indian mackerels (Rastrelliger spp), 
seerfishes (Scomberomorus spp), jack and horse mackerel 
(Trachurus spp), jacks, crevalles (Caranx spp), cobia 
(Rachycentron canadum), silver pomfrets (Pampus spp), Pacific 
saury (Cololabis saira), scads (Decapterus spp), capelin 
(Mallotus villosus), swordfish (Xiphias gladius), Kawakawa 
(Euthynnus affinis), bonitos (Sarda spp), marlins, sailfishes, 
spearfish (Istiophoridae)",2023,9,Kilogram,?,?
30559,"Dried fish, even salted but not smoked (excluding fillets, offal and cod)",2023,9,Kilogram,?,?
30561,"Herrings (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and offal)",2023,9,Kilogram,?,?
30562,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus),salted or in brine (excluding fillets and offal)",2023,9,Kilogram,?,?
30563,"Anchovies (Engraulis spp), salted or in brine only (excluding fillets and offal)",2023,9,Kilogram,?,?
30564,"Tilapia Oreochromis spp.""",2023,9,Kilogram,?,?
30569,"Other fish, salted or in brine only (excluding fillets, offal, herring, cod, anchovies, tilapia, catfish, carp, eels, Nile perch and snakeheads)",2023,9,Kilogram,?,?
30571,"Shark fins, smoked, dried, salted or in brine",2023,9,Kilogram,?,?
30572,"Fish heads, tails and maws, smoked, dried, salted or in brine",2023,9,Kilogram,?,?
30579,"Other fish fins and other edible fish offal, smoked, dried, salted or in brine (excluding heads, tails, maws and shark fins)",2023,9,Kilogram,?,?
30611,"Frozen rock lobster and other sea crawfish (Palinurus spp, Panulirus spp, Jasus spp)",2023,9,Kilogram,?,?
30612,Frozen lobsters (Homarus spp),2023,9,Kilogram,?,?
30614,Frozen crabs,2023,9,Kilogram,?,?
30615,Frozen norway lobsters (Nephrops norvegicus),2023,9,Kilogram,?,?
30616,"Frozen cold-water shrimps and prawns (Pandalus spp, Crangon crangon)",2023,9,Kilogram,?,?
30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in shell, cooked by steaming or by boiling in water (excluding cold-water shrimps and prawns)",2023,9,Kilogram,?,?
30619,Other frozen crustaceans,2023,9,Kilogram,?,?
30631,"Rock lobster and other sea crawfish (Palinurus spp, Panulirus spp, Jasus spp) , whether in shell or not, live, fresh or chilled",2023,9,Kilogram,?,?
30632,"Lobsters (Homarus spp), whether in shell or not, live, fresh or chilled",2023,9,Kilogram,?,?
30633,"Crabs , whether in shell or not, live, fresh or chilled",2023,9,Kilogram,?,?
30634,"Norway lobsters (Nephrops norvegicus), whether in shell or not, live, fresh or chilled",2023,9,Kilogram,?,?
30635,"Coldwater shrimps and prawns (Pandalus spp, Crangon crangon), whether in shell or not, live, fresh or chilled",2023,9,Kilogram,?,?
30636,"Other shrimps and prawns, whether in shell or not, live, fresh or chilled",2023,9,Kilogram,?,?
30639,"Other crustaceans, live, fresh or chilled",2023,9,Kilogram,?,?
30691,Rock lobster and other sea crawfish Palinurus spp.,2023,9,Kilogram,?,?
30692,"Lobsters (Homarus spp),, whether in shell or not, live, fresh or chilled (excl. rock lobster and other sea crawfish, lobsters, crabs, Norway lobsters, shrimps and prawns); flours, meals and pellets of crustaceans, fit for human consumption, fresh or chilled",2023,9,Kilogram,?,?
30693,"Crabs,, whether in shell or not, live, fresh or chilled (excl. rock lobster and other sea crawfish, lobsters, crabs, Norway lobsters, shrimps and prawns); flours, meals and pellets of crustaceans, fit for human consumption, fresh or chilled",2023,9,Kilogram,?,?
30694,"Norway lobsters (Nephrops norvegicus),, whether in shell or not, live, fresh or chilled (excl. rock lobster and other sea crawfish, lobsters, crabs, Norway lobsters, shrimps and prawns); flours, meals and pellets of crustaceans, fit for human consumption, fresh or chilled",2023,9,Kilogram,?,?
30695,"Shrimps and prawns,, whether in shell or not, live, fresh or chilled (excl. rock lobster and other sea crawfish, lobsters, crabs, Norway lobsters, shrimps and prawns); flours, meals and pellets of crustaceans, fit for human consumption, fresh or chilled",2023,9,Kilogram,?,?
30699,"Other Crustaceans, incl. in  0309",2023,9,Kilogram,?,?
30711,"Oysters, live, fresh, chilled",2023,9,Kilogram,?,?
30712,"Oysters, frozen",2023,9,Kilogram,?,?
30719,"Oysters, smoked, frozen, dried, salted or in brine",2023,9,Kilogram,?,?
30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae",2023,9,Kilogram,?,?
30722,Frozen scallops and other molluscs of the family Pectinidae,2023,9,Kilogram,?,?
30729,"Dried, salted or in brine, smoked, scallops and other molluscs of the family Pectinidae",2023,9,Kilogram,?,?
30731,"Live, fresh or chilled, not smoked, mussels (Mytilus spp., Perna spp.), with or without shell",2023,9,Kilogram,?,?
30732,"Frozen mussels (Mytilus spp., Perna spp.), with or without shell",2023,9,Kilogram,?,?
30739,"Mussels (Mytilus spp., Perna spp.), smoked, frozen, dried, salted or in brine, with or without shell",2023,9,Kilogram,?,?
30742,"Live, fresh or chilled, not smoked, cuttle fish and squid, with or without shell",2023,9,Kilogram,?,?
30743,"Frozen cuttle fish and squid, with or without shell",2023,9,Kilogram,?,?
30749,"Cuttle fish and squid, smoked, frozen, dried, salted or in brine, with or without shell",2023,9,Kilogram,?,?
30751,"Live, fresh or chilled, not smoked,octopus (Octopus spp.)",2023,9,Kilogram,?,?
30752,Frozen octopus (Octopus spp.),2023,9,Kilogram,?,?
30759,"Octopus (Octopus spp.), smoked, frozen, dried, salted or in brine",2023,9,Kilogram,?,?
30760,"Snails, other than sea snails",2023,9,Kilogram,?,?
30771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells (families Arcidae, Arcticidae,Cardiidae,Donacidae,Hiatellidae,Mactridae,Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae)",2023,9,Kilogram,?,?
30772,"Frozen, even in shell, clams, cockles and ark shells (families Arcidae, Arcticidae,Cardiidae,Donacidae,Hiatellidae,Mactridae,Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae)",2023,9,Kilogram,?,?
30779,"Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells families Arcidae",2023,9,Kilogram,?,?
30781,"Live, fresh or chilled abalone (Haliotis spp)",2023,9,Kilogram,?,?
30782,"Live, fresh or chilled stromboid conchs (Strombus spp)",2023,9,Kilogram,?,?
30783,Frozen abalone (Haliotis spp),2023,9,Kilogram,?,?
30784,Frozen stromboid conchs (Strombus spp.),2023,9,Kilogram,?,?
30787,"Smoked, dried, salted or in brine, even in shell, abalone (Haliotis spp.)",2023,9,Kilogram,?,?
30788,"Smoked, dried, salted or in brine, even in shell, stromboid conchs (Strombus spp.)",2023,9,Kilogram,?,?
30791,Other molluscs£¨live/fresh/chilled,2023,9,Kilogram,?,?
30792,Other frozen Molluscs,2023,9,Kilogram,?,?
30799,"Other Molluscs,dried/salted/ in brine/smoked",2023,9,Kilogram,?,?
30811,"Live, fresh or chilled, sea cucumbers (Stichopus japonicus, Holothuroidea)",2023,9,Kilogram,?,?
30812,"Frozen sea cucumbers (Stichopus japonicus, Holothuroidea)",2023,9,Kilogram,?,?
30819,"Smoked, dried, salted or in brine, sea cucumbers (Stichopus japonicus, Holothurioidea)",2023,9,Kilogram,?,?
30821,"Live, fresh or chilled, sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus)",2023,9,Kilogram,?,?
30822,"Frozen sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus)",2023,9,Kilogram,?,?
30829,"Smoked, dried, salted or in brine, sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus)",2023,9,Kilogram,?,?
30830,Jellyfish (Rhopilema spp),2023,9,Kilogram,?,?
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates (excluding crustaceans, molluscs, sea cucumbers, sea urchins and jellyfish)",2023,9,Kilogram,?,?
30910,"Flours, meals and pellets of fish, fit for human consumption",2023,9,Kilogram,?,?
30990,"Flours, meals and pellets of crustaceans, molluscs and other aquatic invertebrates, fit for human consumption",2023,9,Kilogram,?,?
40110,"Milk and cream of a fat content, by weight, not exceeding 1%",2023,9,Kilogram,?,?
40120,"Milk and cream of a fat content, by weight, exceeding 1% but not exceeding 6%",2023,9,Kilogram,?,?
40140,"Milk and cream of a fat content, by weight, exceeding 6% but not exceeding 10%",2023,9,Kilogram,?,?
40150,"Milk and cream of a fat content, by weight, exceeding 10%",2023,9,Kilogram,?,?
40210,"Milk and cream in powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",2023,9,Kilogram,?,?
40221,"Not containing added sugar or other sweetening matter, of a fat content, by weight, more than 1.5%",2023,9,Kilogram,?,?
40229,"Milk and cream in solid forms, of a fat content by weight, more than 1,5%, sweetened",2023,9,Kilogram,?,?
40291,"Milk and cream, concentrated but unsweetened (excluding in solid forms)",2023,9,Kilogram,?,?
40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",2023,9,Kilogram,?,?
40320,Yogurt,2023,9,Kilogram,?,?
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",2023,9,Kilogram,?,?
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",2023,9,Kilogram,?,?
40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.",2023,9,Kilogram,?,?
40510,Butter,2023,9,Kilogram,?,?
40520,Dairy spreads,2023,9,Kilogram,?,?
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excluding natural butter, recombined butter and whey butter)",2023,9,Kilogram,?,?
40610,"Fresh (unripened or uncured) cheese, including whey cheese, and curd",2023,9,Kilogram,?,?
40620,"Grated or powdered cheese, of all kinds",2023,9,Kilogram,?,?
40630,"Processed cheese, not grated or powdered",2023,9,Kilogram,?,?
40640,Blueveined cheese and other cheese containing veins produced by Penicillium roqueforti,2023,9,Kilogram,?,?
40690,Other cheese,2023,9,Kilogram,?,?
40711,Of fowls of the species Gallus domesticus,2023,9,Kilogram,1,Number of item
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),2023,9,Kilogram,1,Number of item
40721,"Other fresh eggs of fowls of the species Gallus domesticus, in shell",2023,9,Kilogram,1,Number of item
40729,"Other Fresh birds'eggs,in shell",2023,9,Kilogram,1,Number of item
40790,"Other birds'eggs, in shell, preserved or cooked",2023,9,Kilogram,1,Number of item
40811,Dried egg yolks,2023,9,Kilogram,?,?
40819,Other egg yolks,2023,9,Kilogram,?,?
40891,"Dried birds'eggs, not in shell, whether or not sweetened (excluding egg yolks)",2023,9,Kilogram,?,?
40899,"Other birds'eggs, not in shell, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, whether or not sweetened (excluding dried)",2023,9,Kilogram,?,?
40900,atural honey,2023,9,Kilogram,?,?
41010,"Edible insects, nes",2023,9,Kilogram,?,?
41090,"Other edible products of animal origin, not elsewhere specified or included",2023,9,Kilogram,?,?
50100,"Human hair, unworked, whether or not washed or scoured; waste of human hair",2023,9,Kilogram,?,?
50210,"Pigs', hogs' or boars' bristles and hair and waste thereof",2023,9,Kilogram,?,?
50290,Badger and other brush making hair and waste thereof,2023,9,Kilogram,?,?
50400,"Guts, bladders and stomachs of animals (other than fish), whole
and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or
smoked",2023,9,Kilogram,?,?
50510,Feathers of a kind used for stuffing; down,2023,9,Kilogram,?,?
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, whether or not with trimmed edges, not further worked than cleaned, disinfected or treated for preservation; powder and waste of feathers or parts of feathers (excluding feathers used for stuffing and down)",2023,9,Kilogram,?,?
50610,Ossein and bones treated with acid,2023,9,Kilogram,?,?
50690,"Bones and horn-cores and their powder and waste, unworked, defatted, degelatinised or simply prepared (excluding ossein and bones treated with acid and cut to shape)",2023,9,Kilogram,?,?
50710,vory; ivory powder and waste,2023,9,Kilogram,?,?
50790,"Tortoiseshell, whalebone, Otherhorns, antlers, hooves, nails, claws and beaks, other powder and waste there of",2023,9,Kilogram,?,?
50800,"Coral and similar materials, unworked or simply prepared bunot otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttlebone, unworked or simply prepared bunot cut to shape, powder and waste thereof",2023,9,Kilogram,?,?
51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in 
the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved",2023,9,Kilogram,?,?
51110,Bovine semen,2023,9,Kilogram,1,Number of item
51191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3",2023,9,Kilogram,?,?
51199,"Unkown Products of animal origin, n.e.s., dead animals, unfit for human consumption (excluding fish, crustaceans, molluscs or other aquatic invertebrates)",2023,9,Kilogram,?,?
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",2023,1,Number of item,9,Kilogram
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, ingrowth or in flower; chicory plants and roots",2023,1,Number of item,9,Kilogram
60210,Unrooted cuttings and slips,2023,1,Number of item,9,Kilogram
60220,"Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts",2023,1,Number of item,9,Kilogram
60230,"Rhododendrons and azaleas, grafted or not",2023,1,Number of item,9,Kilogram
60240,"Roses, grafted or not",2023,1,Number of item,9,Kilogram
60290,Other live plant,2023,?,?,?,?
60311,"Fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes",2023,9,Kilogram,1,Number of item
60312,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes",2023,9,Kilogram,1,Number of item
60313,"Fresh cut orchids and buds, of a kind suitable for bouquets or for ornamental purposes",2023,9,Kilogram,1,Number of item
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",2023,9,Kilogram,1,Number of item
60315,"Fresh cut Lilies (Lilium spp.) and buds, of a kind suitable for bouquets or for ornamental purposes",2023,9,Kilogram,1,Number of item
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes",2023,9,Kilogram,1,Number of item
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes",2023,9,Kilogram,1,Number of item
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh",2023,9,Kilogram,?,?
60490,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, dried, dyed, bleached, impregnated or otherwise prepared",2023,9,Kilogram,?,?
70110,Seed potatoes,2023,9,Kilogram,?,?
70190,Fresh or chilled potatoes (excluding seed),2023,9,Kilogram,?,?
70200,"Tomatoes, fresh or chilled.",2023,9,Kilogram,?,?
70310,Fresh or chilled onions and shallots,2023,9,Kilogram,?,?
